0=21	A1	Dch1g00021	.	Dno1g0018	Dth1g0018	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=22	A1	Dch1g00022	.	Dno1g0019	Dth1g0019	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=23	A1	Dch1g00023	.	Dno1g0024	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=24	A1	Dch1g00024	.	Dno1g0025	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=25	A1	Dch1g00025	.	Dno1g0026	Dth1g0022	Pzi8g0216	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=26	A1	Dch1g00026	.	Dno1g0027	Dth1g0025	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=27	A1	Dch1g00027	.	Dno1g0028	Dth1g0026	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=28	A1	Dch1g00028	.	Dno1g0029	Dth1g0027	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=29	A1	Dch1g00029	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=30	A1	Dch1g00030	.	Dno1g0031	Dth1g0030	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=31	A1	Dch1g00031	.	Dno1g0032	Dth1g0031	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=32	A1	Dch1g00032	.	Dno1g0033	Dth1g0032	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=33	A1	Dch1g00033	.	Dno1g0034	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=34	A1	Dch1g00034	.	Dno1g0035	Dth1g0033	Pzi8g0241	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=35	A1	Dch1g00035	.	Dno1g0036	Dth1g0034	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=36	A1	Dch1g00036	.	Dno1g0039	Dth1g0036	Pzi8g0234	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=37	A1	Dch1g00037	.	Dno1g0040	Dth1g0038	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=38	A1	Dch1g00038	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=39	A1	Dch1g00039	.	Dno1g0042	Dth1g0039	Pzi8g0235	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=40	A1	Dch1g00040	.	Dno1g0043	Dth1g0041	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=41	A1	Dch1g00041	.	Dno1g0044	Dth1g0042	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=42	A1	Dch1g00042	.	Dno1g0045	Dth1g0043	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=43	A1	Dch1g00043	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=44	A1	Dch1g00044	.	Dno1g0047	Dth1g0048	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=45	A1	Dch1g00045	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=46	A1	Dch1g00046	.	Dno1g0048	Dth1g0049	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=47	A1	Dch1g00047	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=48	A1	Dch1g00048	.	Dno1g0049	Dth1g0050	Pzi8g0238	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=49	A1	Dch1g00049	.	Dno1g0050	Dth1g0051	Pzi8g0236	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=50	A1	Dch1g00050	.	Dno1g0051	Dth1g0052	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=51	A1	Dch1g00051	.	Dno1g0052	Dth1g0053	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=52	A1	Dch1g00052	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=53	A1	Dch1g00053	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=54	A1	Dch1g00054	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=55	A1	Dch1g00055	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=56	A1	Dch1g00056	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=57	A1	Dch1g00057	.	Dno1g0054	Dth1g0055	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=58	A1	Dch1g00058	.	Dno1g0055	Dth1g0056	Pzi8g0237	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=59	A1	Dch1g00059	.	Dno1g0056	Dth1g0057	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=60	A1	Dch1g00060	.	Dno1g0057	Dth1g0058	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=61	A1	Dch1g00061	Gel6g00655	Dno1g0068	Dth1g0068	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=62	A1	Dch1g00062	Gel6g00654	Dno1g0069	Dth1g0069	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=63	A1	Dch1g00063	Gel6g00652	Dno1g0070	Dth1g0071	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=64	A1	Dch1g00064	.	Dno1g0073	Dth1g0077	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=65	A1	Dch1g00065	.	Dno1g0079	Dth1g0078	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=66	A1	Dch1g00066	.	Dno1g0080	Dth1g0079	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=67	A1	Dch1g00067	.	.	Dth1g0080	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=68	A1	Dch1g00068	Gel6g00644	Dno1g0083	Dth1g0081	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=69	A1	Dch1g00069	.	Dno1g0084	Dth1g0082	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=70	A1	Dch1g00070	Gel6g00642	Dno1g0085	Dth1g0083	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=71	A1	Dch1g00071	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=72	A1	Dch1g00072	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=73	A1	Dch1g00073	.	Dno1g0086	Dth1g0084	Pzi8g0212	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=74	A1	Dch1g00074	Gel6g00641	Dno1g0087	Dth1g0085	Pzi8g0211	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=75	A1	Dch1g00075	Gel6g00640	Dno1g0088	Dth1g0086	Pzi8g0209	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=76	A1	Dch1g00076	.	Dno1g0089	Dth1g0087	Pzi8g0208	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=77	A1	Dch1g00077	Gel6g00639	Dno1g0090	Dth1g0088	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=78	A1	Dch1g00078	.	Dno1g0091	Dth1g0089	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=79	A1	Dch1g00079	Gel6g00637	Dno1g0092	Dth1g0090	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=80	A1	Dch1g00080	Gel6g00636	Dno1g0093	Dth1g0091	Pzi8g0207	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=81	A1	Dch1g00081	Gel6g00634	Dno1g0095	Dth1g0093	Pzi8g0205	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=82	A1	Dch1g00082	Gel6g00633	Dno1g0097	Dth1g0094	Pzi8g0204	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=83	A1	Dch1g00083	.	Dno1g0098	Dth1g0095	Pzi8g0203	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=84	A1	Dch1g00084	Gel6g00632	Dno1g0099	Dth1g0096	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=85	A1	Dch1g00085	Gel6g00631	Dno1g0100	Dth1g0098	Pzi8g0183	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=86	A1	Dch1g00086	.	Dno1g0101	Dth1g0099	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=87	A1	Dch1g00087	Gel6g00630	Dno1g0102	Dth1g0100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=88	A1	Dch1g00088	Gel6g00629	Dno1g0103	Dth1g0102	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=89	A1	Dch1g00089	Gel6g00628	Dno1g0104	Dth1g0103	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=90	A1	Dch1g00090	Gel6g00626	Dno1g0105	Dth1g0106	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=91	A1	Dch1g00091	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=92	A1	Dch1g00092	Gel6g00625	Dno1g0106	Dth1g0109	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=93	A1	Dch1g00093	.	Dno1g0107	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=94	A1	Dch1g00094	Gel6g00624	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=95	A1	Dch1g00095	.	Dno1g0108	Dth1g0110	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=96	A1	Dch1g00096	.	Dno1g0109	Dth1g0114	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=97	A1	Dch1g00097	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=98	A1	Dch1g00098	Gel6g00623	.	Dth1g0116	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=99	A1	Dch1g00099	Gel6g00622	Dno1g0110	Dth1g0117	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=100	A1	Dch1g00100	Gel6g00621	Dno1g0111	Dth1g0119	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=101	A1	Dch1g00101	.	Dno1g0112	Dth1g0120	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=102	A1	Dch1g00102	Gel6g00619	Dno1g0113	Dth1g0121	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=103	A1	Dch1g00103	Gel6g00616	Dno1g0114	Dth1g0122	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=104	A1	Dch1g00104	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=105	A1	Dch1g00105	Gel6g00614	Dno1g0116	Dth1g0124	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=106	A1	Dch1g00106	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=107	A1	Dch1g00107	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=108	A1	Dch1g00108	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=109	A1	Dch1g00109	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=110	A1	Dch1g00110	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=111	A1	Dch1g00111	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=112	A1	Dch1g00112	Gel6g00609	Dno1g0117	Dth1g0130	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=113	A1	Dch1g00113	Gel6g00608	Dno1g0118	Dth1g0131	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=114	A1	Dch1g00114	Gel6g00607	Dno1g0119	Dth1g0133	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=115	A1	Dch1g00115	Gel6g00604	Dno1g0120	Dth1g0134	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=116	A1	Dch1g00116	.	Dno1g0121	Dth1g0135	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=117	A1	Dch1g00117	Gel6g00603	Dno1g0122	Dth1g0138	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=118	A1	Dch1g00118	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=119	A1	Dch1g00119	Gel6g00602	Dno1g0123	Dth1g0139	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=120	A1	Dch1g00120	Gel6g00600	Dno1g0125	Dth1g0141	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=121	A1	Dch1g00121	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=122	A1	Dch1g00122	Gel6g00598	Dno1g0128	Dth1g0144	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=123	A1	Dch1g00123	.	Dno1g0130	Dth1g0145	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=124	A1	Dch1g00124	.	Dno1g0133	Dth1g0147	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=125	A1	Dch1g00125	Gel6g00596	Dno1g0139	Dth1g0150	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=126	A1	Dch1g00126	.	Dno1g0140	Dth1g0151	Pzi10g0805	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=127	A1	Dch1g00127	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=128	A1	Dch1g00128	.	Dno1g0141	Dth1g0152	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=129	A1	Dch1g00129	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=130	A1	Dch1g00130	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=131	A1	Dch1g00131	Gel6g00692	Dno1g0143	Dth1g0155	Pzi10g0807	PGU8g0219	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=132	A1	Dch1g00132	.	Dno1g0144	Dth1g0156	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=133	A1	Dch1g00133	.	Dno1g0145	Dth1g0157	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=134	A1	Dch1g00134	Gel6g00690	Dno1g0146	Dth1g0158	Pzi10g0809	PGU8g0224	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=135	A1	Dch1g00135	.	Dno1g0147	Dth1g0160	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=136	A1	Dch1g00136	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=137	A1	Dch1g00137	Gel6g00688	Dno1g0149	Dth1g0176	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=138	A1	Dch1g00138	Gel6g00687	Dno1g0150	Dth1g0177	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=139	A1	Dch1g00139	Gel6g00686	Dno1g0151	Dth1g0178	Pzi10g0811	PGU8g0226	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=140	A1	Dch1g00140	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=141	A1	Dch1g00141	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=142	A1	Dch1g00142	.	Dno1g0159	Dth1g0183	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=143	A1	Dch1g00143	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=144	A1	Dch1g00144	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=145	A1	Dch1g00145	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=146	A1	Dch1g00146	Gel6g00683	Dno1g0160	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=147	A1	Dch1g00147	Gel6g00682	Dno1g0161	Dth1g0184	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=148	A1	Dch1g00148	.	Dno1g0163	Dth1g0186	Pzi10g0822	PGU8g0235	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=149	A1	Dch1g00149	Gel6g00680	Dno1g0164	Dth1g0187	Pzi10g0823	PGU8g0236	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=150	A1	Dch1g00150	Gel6g00678	Dno1g0165	Dth1g0188	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=151	A1	Dch1g00151	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=152	A1	Dch1g00152	Gel6g00676	.	Dth1g0189	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=153	A1	Dch1g00153	Gel6g00675	Dno1g0167	Dth1g0192	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=154	A1	Dch1g00154	Gel6g00672	Dno1g0169	Dth1g0195	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=155	A1	Dch1g00155	Gel6g00670	Dno1g0170	Dth1g0196	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=156	A1	Dch1g00156	Gel6g00667	Dno1g0171	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=157	A1	Dch1g00157	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=158	A1	Dch1g00158	.	Dno1g0173	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=159	A1	Dch1g00159	.	Dno1g0174	Dth1g0198	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=160	A1	Dch1g00160	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=161	A1	Dch1g00161	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=162	A1	Dch1g00162	Gel6g00663	Dno1g0175	Dth1g0199	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=163	A1	Dch1g00163	.	Dno1g0176	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=164	A1	Dch1g00164	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=165	A1	Dch1g00165	.	.	Dth1g0201	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=166	A1	Dch1g00166	Gel6g00661	Dno1g0182	Dth1g0202	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=167	A1	Dch1g00167	.	Dno1g0183	Dth1g0203	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=168	A1	Dch1g00168	Gel6g00660	Dno1g0184	Dth1g0204	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=169	A1	Dch1g00169	.	Dno1g0185	Dth1g0206	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=170	A1	Dch1g00170	Gel6g00656	Dno1g0187	Dth1g0208	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=171	A1	Dch1g00171	Gel6g00735	Dno1g0189	Dth1g0209	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=172	A1	Dch1g00172	Gel6g00734	Dno1g0190	Dth1g0228	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=173	A1	Dch1g00173	Gel6g00733	Dno1g0191	Dth1g0250	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0=174	A1	Dch1g00174	Gel6g00732	Dno1g0192	Dth1g0252	Pzi10g0735	PGU8g0315	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
